fase;campeonato;copa;pista;bioma;ambiente;clima;horario;peculiaridade;traço dominante;compassos/sections;fingerprint
910;34;Torneio Rodovia Infinita;Estrada Horizonte Endurance;grass;Campos verdes;céu limpo;Manhã;esses de alta velocidade;esses de alta velocidade;18;9065981217d3
911;34;Torneio Rodovia Infinita;Via Expressa Cobalto Master;mountain;Vale nevado;neblina;Noite;sequência travada;reta de recuperação;19;e41ab5e51e0c
912;34;Torneio Rodovia Infinita;Travessia Cascata Extreme;desert;Cânion seco;céu limpo;Pôr do sol;trecho com relevo quebrado;reta de recuperação;23;e811b6e1a49a
913;34;Torneio Rodovia Infinita;Caminho Neblina Noite;city;Porto neon;chuva;Noite;final em mergulho;curva longa de alta;22;5cff1b384058
914;34;Torneio Rodovia Infinita;Estrada Nômade Sul;city;Megacidade cyber;tempestade;Madrugada;descida rápida;esses de alta velocidade;25;22ac5b43d44d
915;34;Torneio Rodovia Infinita;Via Expressa Tempestade Final;grass;Floresta leve;neblina;Amanhecer;reta de pit longa;saída de chicane;18;94fd772b3ea5
916;34;Torneio Rodovia Infinita;Travessia Falésia Prime;grass;Costa tropical;céu limpo;Tarde;reta com vento;esses de alta velocidade;19;1b0359280e9a
917;34;Torneio Rodovia Infinita;Caminho Vector Sprint;city;Cidade neon;noite seca;Noite;S técnico;túnel escuro;23;a1cf3f805333
918;34;Torneio Rodovia Infinita;Estrada Atlântico SX;grass;Campos verdes;céu limpo;Manhã;ponto de frenagem tardia;descida rápida;21;d415ec117e4f
919;35;Copa Megacidade Final;Rally Turbo Extreme;city;Porto neon;chuva;Noite;reta com vento;curva longa de alta;23;cdbbdebf7c51
920;35;Copa Megacidade Final;Sprint Miragem Noite;city;Megacidade cyber;tempestade;Madrugada;S técnico;entrada de chicane;18;f0bdbbec49c9
921;35;Copa Megacidade Final;Vale Pixel Sul;grass;Floresta leve;neblina;Amanhecer;ponto de frenagem tardia;saída de chicane;19;fefa6ef23923
922;35;Copa Megacidade Final;Rota Eclipse Final;grass;Costa tropical;céu limpo;Tarde;ponte estreita;entrada de chicane;20;9ba00c5a2875
923;35;Copa Megacidade Final;Rally Lunar Prime;city;Cidade neon;noite seca;Noite;sequência de placas;reta de recuperação;25;6e0efb73cc77
924;35;Copa Megacidade Final;Sprint Neon Sprint;grass;Campos verdes;céu limpo;Manhã;curva de raio crescente;saída de chicane;22;f2678ba954cc
925;35;Copa Megacidade Final;Vale Esmeralda SX;mountain;Vale nevado;neblina;Noite;chicane curta;esses de alta velocidade;18;a3ca32b17c6e
926;35;Copa Megacidade Final;Rota Monsoon Arcade;desert;Cânion seco;céu limpo;Pôr do sol;miolo de 3 vértices;entrada de chicane;22;c5fa17234d8b
927;35;Copa Megacidade Final;Rally Fênix Turbo;city;Porto neon;chuva;Noite;cotovelo em subida;descida rápida;21;18e9a7d5f353
928;35;Copa Megacidade Final;Sprint Liberdade Norte;city;Megacidade cyber;tempestade;Madrugada;hairpin duplo;saída de chicane;22;ba16003f813f
929;35;Copa Megacidade Final;Vale Turbo Chuva;grass;Floresta leve;neblina;Amanhecer;retomada após túnel;túnel escuro;22;a55662ac01c3
930;35;Copa Megacidade Final;Rota Miragem Oeste;grass;Costa tropical;céu limpo;Tarde;túnel escuro;túnel escuro;18;25e37b6455f4
931;35;Copa Megacidade Final;Rally Pixel 16B;city;Cidade neon;noite seca;Noite;subida em caracol;esses de alta velocidade;20;d52ffb0c319f
932;35;Copa Megacidade Final;Sprint Eclipse RX;grass;Campos verdes;céu limpo;Manhã;curva de raio fechado;entrada de chicane;20;e519f7cb3b77
933;35;Copa Megacidade Final;Vale Lunar Mirror;mountain;Vale nevado;neblina;Noite;curva longa de alta;saída de chicane;21;9799666130d1
934;35;Copa Megacidade Final;Rota Neon Clássico;desert;Cânion seco;céu limpo;Pôr do sol;curva espelhada falsa;saída de chicane;25;855c7c3828d6
935;35;Copa Megacidade Final;Rally Esmeralda Circuit;city;Porto neon;chuva;Noite;zigue-zague rítmico;entrada de chicane;19;2dd99ab734b9
936;35;Copa Megacidade Final;Sprint Monsoon Solar;city;Megacidade cyber;tempestade;Madrugada;subida cega;entrada de chicane;19;7ce141f62422
937;35;Copa Megacidade Final;Vale Fênix Leste;grass;Floresta leve;neblina;Amanhecer;trecho de aderência baixa;subida cega;20;e2a270c06706
938;35;Copa Megacidade Final;Rota Liberdade Pro;grass;Costa tropical;céu limpo;Tarde;miolo ondulado;subida cega;21;e12173ca1870
939;35;Copa Megacidade Final;Rally Turbo GT;city;Cidade neon;noite seca;Noite;reta de largada larga;reta de recuperação;26;09823a9ab293
940;35;Copa Megacidade Final;Sprint Miragem Endurance;grass;Campos verdes;céu limpo;Manhã;esses de alta velocidade;hairpin forte;18;1b4cc9ec6aea
941;35;Copa Megacidade Final;Vale Pixel Master;mountain;Vale nevado;neblina;Noite;sequência travada;curva longa de alta;19;6f3b4ba656a9
942;35;Copa Megacidade Final;Rota Eclipse Extreme;desert;Cânion seco;céu limpo;Pôr do sol;trecho com relevo quebrado;túnel escuro;23;6d71bfd18f8c
943;35;Copa Megacidade Final;Rally Lunar Noite;city;Porto neon;chuva;Noite;final em mergulho;túnel escuro;22;5fb784f81bcb
944;35;Copa Megacidade Final;Sprint Neon Sul;city;Megacidade cyber;tempestade;Madrugada;descida rápida;entrada de chicane;25;87552c8502cf
945;35;Copa Megacidade Final;Vale Esmeralda Final;grass;Floresta leve;neblina;Amanhecer;reta de pit longa;subida cega;18;320223697a06
946;36;Pré-Final Horizonte Zero;Serpentina Titânio GT;grass;Campos verdes;céu limpo;Manhã;final em mergulho;subida cega;19;f8b28eebab62
947;36;Pré-Final Horizonte Zero;Boulevard Trovão Endurance;mountain;Vale nevado;neblina;Noite;descida rápida;subida cega;20;d0252da89fac
948;36;Pré-Final Horizonte Zero;Volta Gaia Master;desert;Cânion seco;céu limpo;Pôr do sol;reta de pit longa;reta de recuperação;24;80198beac306
949;36;Pré-Final Horizonte Zero;Autódromo Orion Extreme;city;Porto neon;chuva;Noite;reta com vento;esses de alta velocidade;23;a346fe40e632
950;36;Pré-Final Horizonte Zero;Serpentina Ômega Noite;city;Megacidade cyber;tempestade;Madrugada;S técnico;túnel escuro;18;c571c2f56d84
951;36;Pré-Final Horizonte Zero;Boulevard Ametista Sul;grass;Floresta leve;neblina;Amanhecer;ponto de frenagem tardia;saída de chicane;19;0d7e4fa8d97d
952;36;Pré-Final Horizonte Zero;Volta Delta Final;grass;Costa tropical;céu limpo;Tarde;ponte estreita;entrada de chicane;20;f42d217478b4
953;36;Pré-Final Horizonte Zero;Autódromo Cristal Prime;city;Cidade neon;noite seca;Noite;sequência de placas;saída de chicane;25;dd33dde2c5a5
954;36;Pré-Final Horizonte Zero;Serpentina Infinito Sprint;grass;Campos verdes;céu limpo;Manhã;curva de raio crescente;curva longa de alta;22;fbbcc180d942
955;36;Pré-Final Horizonte Zero;Boulevard Prisma SX;mountain;Vale nevado;neblina;Noite;chicane curta;curva longa de alta;18;45482e68f67a
956;36;Pré-Final Horizonte Zero;Volta Titânio Arcade;desert;Cânion seco;céu limpo;Pôr do sol;miolo de 3 vértices;subida cega;22;2a3ae97a9086
957;36;Pré-Final Horizonte Zero;Autódromo Trovão Turbo;city;Porto neon;chuva;Noite;cotovelo em subida;curva em caracol;21;7515a38be427
958;36;Pré-Final Horizonte Zero;Serpentina Gaia Norte;city;Megacidade cyber;tempestade;Madrugada;hairpin duplo;curva longa de alta;22;ef0e019a414d
959;36;Pré-Final Horizonte Zero;Boulevard Orion Chuva;grass;Floresta leve;neblina;Amanhecer;retomada após túnel;curva longa de alta;22;e088eb68544d
960;36;Pré-Final Horizonte Zero;Volta Ômega Oeste;grass;Costa tropical;céu limpo;Tarde;túnel escuro;reta de recuperação;18;987153ca3802
961;36;Pré-Final Horizonte Zero;Autódromo Ametista 16B;city;Cidade neon;noite seca;Noite;subida em caracol;esses de alta velocidade;20;98f1b0173e8d
962;36;Pré-Final Horizonte Zero;Serpentina Delta RX;grass;Campos verdes;céu limpo;Manhã;curva de raio fechado;entrada de chicane;20;6650f25d0645
963;36;Pré-Final Horizonte Zero;Boulevard Cristal Mirror;mountain;Vale nevado;neblina;Noite;curva longa de alta;curva longa de alta;21;9ef61716c9ca
964;36;Pré-Final Horizonte Zero;Volta Infinito Clássico;desert;Cânion seco;céu limpo;Pôr do sol;curva espelhada falsa;esses de alta velocidade;25;fa5d4ed6515e
965;36;Pré-Final Horizonte Zero;Autódromo Prisma Circuit;city;Porto neon;chuva;Noite;zigue-zague rítmico;subida cega;19;e008700c0ae3
966;36;Pré-Final Horizonte Zero;Serpentina Titânio Solar;city;Megacidade cyber;tempestade;Madrugada;subida cega;entrada de chicane;19;4a57bf5e520e
967;36;Pré-Final Horizonte Zero;Boulevard Trovão Leste;grass;Floresta leve;neblina;Amanhecer;trecho de aderência baixa;subida cega;20;52829fb0d824
968;36;Pré-Final Horizonte Zero;Volta Gaia Pro;grass;Costa tropical;céu limpo;Tarde;miolo ondulado;curva longa de alta;21;d6c9d5b0188b
969;36;Pré-Final Horizonte Zero;Autódromo Orion GT;city;Cidade neon;noite seca;Noite;reta de largada larga;esses de alta velocidade;26;82af91a499d8
970;36;Pré-Final Horizonte Zero;Serpentina Ômega Endurance;grass;Campos verdes;céu limpo;Manhã;esses de alta velocidade;reta de recuperação;18;c546549c134f
971;36;Pré-Final Horizonte Zero;Boulevard Ametista Master;mountain;Vale nevado;neblina;Noite;sequência travada;saída de chicane;19;41ad8b69e02f
972;36;Pré-Final Horizonte Zero;Volta Delta Extreme;desert;Cânion seco;céu limpo;Pôr do sol;trecho com relevo quebrado;entrada de chicane;23;f67bbe7718f4
973;37;Grande Final 999;Circuito Relâmpago Solar;grass;Floresta leve;neblina;Amanhecer;esses de alta velocidade;esses de alta velocidade;21;00a2b21d65e8
974;37;Grande Final 999;Grande Laço Centelha Leste;grass;Costa tropical;céu limpo;Tarde;sequência travada;subida cega;22;307e15fd3eb9
975;37;Grande Final 999;Ponte Solaris Pro;city;Cidade neon;noite seca;Noite;trecho com relevo quebrado;descida rápida;18;20b207d9e823
976;37;Grande Final 999;Arena Diamante GT;grass;Campos verdes;céu limpo;Manhã;final em mergulho;hairpin forte;19;0ec6965b1cc4
977;37;Grande Final 999;Circuito Atlas Endurance;mountain;Vale nevado;neblina;Noite;descida rápida;subida cega;20;d1263182c663
978;37;Grande Final 999;Grande Laço Jaguar Master;desert;Cânion seco;céu limpo;Pôr do sol;reta de pit longa;subida cega;24;23c26859f494
979;37;Grande Final 999;Ponte Saturno Extreme;city;Porto neon;chuva;Noite;reta com vento;reta de recuperação;23;501f543e569e
980;37;Grande Final 999;Arena Coral Noite;city;Megacidade cyber;tempestade;Madrugada;S técnico;curva longa de alta;18;b4950d16aeed
981;37;Grande Final 999;Circuito Aurora Sul;grass;Floresta leve;neblina;Amanhecer;ponto de frenagem tardia;curva longa de alta;19;2ba599956c4c
982;37;Grande Final 999;Grande Laço Vulcano Final;grass;Costa tropical;céu limpo;Tarde;ponte estreita;entrada de chicane;20;463ad6dba871
983;37;Grande Final 999;Ponte Relâmpago Prime;city;Cidade neon;noite seca;Noite;sequência de placas;esses de alta velocidade;25;01234b30f055
984;37;Grande Final 999;Arena Centelha Sprint;grass;Campos verdes;céu limpo;Manhã;curva de raio crescente;saída de chicane;22;4bee0a9e4b80
985;37;Grande Final 999;Circuito Solaris SX;mountain;Vale nevado;neblina;Noite;chicane curta;saída de chicane;18;77cb10b29980
986;37;Grande Final 999;Grande Laço Diamante Arcade;desert;Cânion seco;céu limpo;Pôr do sol;miolo de 3 vértices;entrada de chicane;22;61941bb8c807
987;37;Grande Final 999;Ponte Atlas Turbo;city;Porto neon;chuva;Noite;cotovelo em subida;saída de chicane;21;0e69306f1147
988;37;Grande Final 999;Arena Jaguar Norte;city;Megacidade cyber;tempestade;Madrugada;hairpin duplo;saída de chicane;22;bf63b3331851
989;37;Grande Final 999;Circuito Saturno Chuva;grass;Floresta leve;neblina;Amanhecer;retomada após túnel;túnel escuro;22;0dc329b95385
990;37;Grande Final 999;Grande Laço Coral Oeste;grass;Costa tropical;céu limpo;Tarde;túnel escuro;esses de alta velocidade;18;3b595d849f7f
991;37;Grande Final 999;Ponte Aurora 16B;city;Cidade neon;noite seca;Noite;subida em caracol;esses de alta velocidade;20;e6c928e51d51
992;37;Grande Final 999;Arena Vulcano RX;grass;Campos verdes;céu limpo;Manhã;curva de raio fechado;entrada de chicane;20;c824e6227dc0
993;37;Grande Final 999;Circuito Relâmpago Mirror;mountain;Vale nevado;neblina;Noite;curva longa de alta;subida cega;21;860a04120717
994;37;Grande Final 999;Grande Laço Centelha Clássico;desert;Cânion seco;céu limpo;Pôr do sol;curva espelhada falsa;esses de alta velocidade;25;7ac27b667b4b
995;37;Grande Final 999;Ponte Solaris Circuit;city;Porto neon;chuva;Noite;zigue-zague rítmico;entrada de chicane;19;f06e324db586
996;37;Grande Final 999;Arena Diamante Solar;city;Megacidade cyber;tempestade;Madrugada;subida cega;subida cega;19;c599e0a2eed1
997;37;Grande Final 999;Circuito Atlas Leste;grass;Floresta leve;neblina;Amanhecer;trecho de aderência baixa;subida cega;20;278b31ddc461
998;37;Grande Final 999;Grande Laço Jaguar Pro;grass;Costa tropical;céu limpo;Tarde;miolo ondulado;esses de alta velocidade;21;01d750222481
999;37;Grande Final 999;Grande Final Horizonte Zero 999;city;Megacidade lendária;tempestade;Noite;circuito final com cidade futurista, túnel, ponte e tempestade;final lendária de alta velocidade;28;44e14a5829b4
